Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Phone,Address,Password,Fee_Status,Borrowed_Books,Exam_Schedule,Timetable,Courses_Enrolled,Course_Materials,CGPA_Progress,Notifications
S5622,Ali,Johnson,student4622@university.com,Female,19,CS,87.55,61.51,55.82,55.51,80.78,53.5,61.71,60.774,D,20.0,Yes,Yes,Bachelor's,High,1,7.1,07328099970,"114 Church Lane, Manchester",ali652,Paid,"Calculus Vol 1, Computer Networks, Introduction to Python","Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.3, 2.7, 2.21",Assignment deadline tomorrow
S5623,Omar,Davis,student4623@university.com,Male,18,CS,88.93,53.99,94.32,84.14,71.03,5.2,66.0,71.4625,C,10.8,Yes,Yes,Master's,Low,6,5.5,07244043109,"49 High Street, Manchester",omar596,Paid,Operating Systems,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.4, 3.16, 2.52",None
S5624,Ahmed,Brown,student4624@university.com,Female,20,Engineering,97.82,58.95,40.98,70.33,74.99,71.2,89.43,67.525,D,13.5,Yes,No,Master's,Low,8,7.3,07077182353,"26 Mill Road, Manchester",ahmed795,Paid,"Data Structures, Linear Algebra, Introduction to Python",Midterm - 2026-08-10,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.08,"Library book due, Attendance warning"
S5625,Liam,Johnson,student4625@university.com,Female,21,Business,63.32,74.77,59.61,79.39,54.93,21.0,67.89,64.9365,D,22.1,Yes,No,High School,High,1,7.6,07277376554,"107 High Street, Sheffield",liam862,Paid,None,Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.88, 2.01, 2.07, 3.23",Assignment deadline tomorrow
S5626,John,Jones,student4626@university.com,Female,19,Business,63.38,61.89,96.61,60.28,53.75,79.4,70.18,72.87700000000001,C,20.0,No,Yes,Bachelor's,Medium,8,7.1,07761727573,"139 Church Lane, Birmingham",john148,Paid,"Algorithms Design, Linear Algebra","Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.54, 2.45, 3.64",None
S5627,Emma,Davis,student4627@university.com,Female,22,CS,94.45,73.64,79.24,80.49,79.64,31.1,68.22,72.91449999999999,C,14.2,Yes,Yes,Bachelor's,Medium,8,6.3,07554814712,"37 Station Road, Liverpool",emma312,Pending,None,Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.98,Exam schedule released
S5628,John,Williams,student4628@university.com,Male,23,Engineering,88.61,66.31,71.96,83.7,75.6,47.8,58.08,67.8655,D,7.8,Yes,Yes,Bachelor's,High,2,7.5,07666153939,"51 Main Road, Bristol",john287,Pending,"Software Engineering, Computer Networks, Data Structures","Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.14, 3.07",Fee due next week
S5629,John,Smith,student4629@university.com,Female,19,Business,96.33,57.2,52.21,53.51,67.96,89.2,67.04,61.027,D,13.6,No,No,Bachelor's,Low,3,7.9,07294270215,"78 High Street, London",john290,Paid,"Statistics Fundamentals, Algorithms Design, Data Structures","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.44, 3.13, 3.1, 3.91",Assignment deadline tomorrow
S5630,Ahmed,Jones,student4630@university.com,Female,18,Engineering,53.16,45.72,90.0,91.22,78.31,80.60000000000001,90.15,81.947,B,6.1,Yes,No,,High,6,7.5,07013433906,"8 High Street, Sheffield",ahmed425,Pending,"Operating Systems, Database Systems","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.52, 3.68, 3.81",None
S5631,Omar,Williams,student4631@university.com,Male,24,Engineering,81.39,93.51,52.25,93.06,53.63,78.2,74.55,72.68599999999999,C,19.5,No,No,PhD,Low,8,8.1,07279895824,"146 Main Road, Leeds",omar157,Pending,Linear Algebra,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.51, 2.92, 2.29, 3.02",Fee due next week
S5632,Emma,Brown,student4632@university.com,Male,24,CS,57.23,40.68,54.9,53.18,97.2,16.0,72.91,60.197,D,13.1,Yes,No,High School,High,5,8.7,07773391299,"20 Mill Road, Liverpool",emma850,Paid,"Calculus Vol 1, Data Structures","Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.91, 3.45, 3.27","Library book due, Exam schedule released"
S5633,Ahmed,Jones,student4633@university.com,Male,19,Engineering,75.19,40.1,51.51,80.16,64.69,4.8,57.82,54.971500000000006,F,14.5,Yes,No,High School,High,9,4.5,07037191275,"88 High Street, Liverpool",ahmed627,Paid,"Linear Algebra, Calculus Vol 1, Introduction to Python",Final - 2026-11-20,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.65, 2.32",None
S5634,Ali,Williams,student4634@university.com,Female,22,Engineering,57.79,89.61,49.49,79.7,53.59,60.6,58.88,63.822,D,19.4,No,No,,Low,4,8.5,07939557142,"111 Queen Street, Manchester",ali190,Pending,None,Midterm - 2026-08-10,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.24, 2.28, 2.84",Fee due next week
S5635,Liam,Jones,student4635@university.com,Male,24,Mathematics,56.4,99.81,97.2,50.62,58.48,41.1,52.15,70.4125,C,19.5,No,Yes,Master's,Medium,4,5.4,07116220659,"54 Station Road, Sheffield",liam739,Paid,None,Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.58,"Attendance warning, Fee due next week"
S5636,Maria,Johnson,student4636@university.com,Male,23,Engineering,50.61,83.63,76.12,67.12,54.77,90.9,50.7,66.87450000000001,D,19.7,No,Yes,PhD,Low,8,6.8,07100443643,"108 High Street, Bristol",maria303,Pending,None,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.32, 3.59",None
S5637,John,Davis,student4637@university.com,Male,21,Business,81.51,40.92,78.27,98.45,58.93,35.0,74.4,70.436,C,17.3,No,Yes,High School,Low,5,8.7,07644432969,"22 Church Lane, Bristol",john336,Paid,Software Engineering,"Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.92,"Attendance warning, Assignment deadline tomorrow"
S5638,Maria,Williams,student4638@university.com,Male,22,CS,67.95,53.6,97.26,77.77,70.84,41.1,70.46,74.29750000000001,C,17.2,Yes,No,Master's,Medium,8,7.1,07142200722,"44 Park Avenue, Birmingham",maria739,Pending,"Linear Algebra, Computer Networks","Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.28, 2.68","Exam schedule released, Library book due"
S5639,Liam,Davis,student4639@university.com,Male,19,CS,55.26,98.31,53.83,96.66,86.9,52.6,63.77,73.154,C,25.5,Yes,Yes,Bachelor's,Medium,1,4.4,07768352780,"55 Park Avenue, Bristol",liam790,Pending,"Calculus Vol 1, Data Structures",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.27, 2.67","Attendance warning, Library book due"
S5640,Liam,Johnson,student4640@university.com,Male,22,Engineering,66.14,88.52,40.36,83.78,63.62,79.6,99.5,76.127,C,16.7,Yes,No,PhD,Medium,10,6.5,07878571093,"56 Church Lane, Bristol",liam253,Paid,None,"Final - 2026-11-20, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.06, 2.06",None
S5641,Ahmed,Johnson,student4641@university.com,Female,24,Engineering,58.45,74.01,75.93,51.42,71.8,26.8,69.9,67.287,D,18.4,Yes,Yes,PhD,Low,5,8.5,07385300090,"48 Queen Street, Leeds",ahmed264,Paid,Data Structures,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.86, 2.57, 2.6, 2.59","Attendance warning, New course material uploaded"
S5642,Ahmed,Davis,student4642@university.com,Male,24,Business,97.08,54.21,70.47,53.89,96.44,94.2,89.44,75.01849999999999,C,29.7,No,No,Bachelor's,High,8,6.1,07063258677,"66 Station Road, Bristol",ahmed586,Paid,"Software Engineering, Linear Algebra","Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.19, 3.57, 3.14",None
S5643,Ahmed,Williams,student4643@university.com,Female,19,Mathematics,66.0,40.86,68.66,86.11,64.79,54.0,60.53,63.5485,D,9.5,Yes,Yes,High School,Medium,8,8.2,07546586172,"113 Queen Street, Bristol",ahmed995,Paid,"Statistics Fundamentals, Software Engineering, Computer Networks",Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.12, 2.87",Fee due next week
S5644,Maria,Davis,student4644@university.com,Male,24,CS,66.7,41.25,43.71,77.73,89.74,84.1,62.35,60.6585,D,23.2,Yes,No,PhD,High,7,8.0,07847034463,"141 High Street, Leeds",maria364,Paid,None,"Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.12, 3.12, 3.57","Assignment deadline tomorrow, Attendance warning"
S5645,Ahmed,Davis,student4645@university.com,Male,24,Mathematics,91.99,76.72,67.27,56.36,57.89,52.6,78.42,68.7245,D,16.8,Yes,No,,Low,3,8.5,07324656841,"89 Park Avenue, Manchester",ahmed764,Paid,"Software Engineering, Computer Networks, Linear Algebra","Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.71,None
S5646,Liam,Smith,student4646@university.com,Male,21,Business,82.39,41.31,57.25,80.7,58.92,77.2,50.2,57.42600000000001,F,25.8,Yes,No,,Medium,10,5.3,07546351757,"128 Oak Street, Liverpool",liam398,Paid,Operating Systems,Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.04, 2.22","Assignment deadline tomorrow, Fee due next week"
S5647,Ali,Williams,student4647@university.com,Female,21,CS,85.51,99.62,56.47,90.51,72.81,5.1,50.87,65.434,D,15.1,No,Yes,,Low,10,6.5,07351851769,"76 Oak Street, Liverpool",ali994,Paid,"Software Engineering, Introduction to Python, Data Structures","Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.06,"Attendance warning, Fee due next week"
S5648,Ahmed,Smith,student4648@university.com,Male,18,Business,81.8,51.0,53.34,87.65,61.71,79.9,57.11,61.4315,D,12.6,No,Yes,PhD,High,7,5.7,07659596560,"74 Main Road, Birmingham",ahmed478,Paid,"Operating Systems, Introduction to Python, Algorithms Design",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.83, 3.38, 2.34",None
S5649,Sara,Jones,student4649@university.com,Male,21,Engineering,97.31,82.64,59.95,62.31,95.15,52.400000000000006,61.16,67.213,D,10.2,No,Yes,High School,Low,3,6.7,07033752296,"51 Main Road, Bristol",sara371,Pending,None,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.86, 3.82",None
S5650,Omar,Davis,student4650@university.com,Male,20,Business,60.35,49.3,61.19,62.91,52.54,44.900000000000006,76.39,62.54499999999999,D,26.8,No,Yes,Master's,Medium,6,4.1,07484210922,"72 Oak Street, Birmingham",omar775,Pending,"Statistics Fundamentals, Software Engineering","Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.02,None
S5651,Maria,Jones,student4651@university.com,Male,22,Engineering,99.45,72.41,58.53,98.39,79.86,11.2,84.31,74.0915,C,23.0,Yes,No,High School,Medium,9,5.2,07251455795,"79 Church Lane, Newcastle",maria810,Pending,"Introduction to Python, Data Structures, Statistics Fundamentals","Final - 2026-11-20, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.5, 3.99, 2.42","Library book due, Exam schedule released"
S5652,Sara,Williams,student4652@university.com,Female,22,Mathematics,91.55,44.84,98.73,94.37,80.21,74.2,65.59,76.97200000000001,C,6.9,No,No,Master's,Low,8,8.9,07372376604,"129 High Street, London",sara458,Paid,"Statistics Fundamentals, Computer Networks, Algorithms Design",Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.79,"Fee due next week, Assignment deadline tomorrow"
S5653,Ahmed,Davis,student4653@university.com,Female,19,CS,79.45,86.01,95.96,65.92,53.3,13.1,61.95,71.3495,C,22.8,Yes,Yes,PhD,High,4,7.0,07142643029,"116 Mill Road, London",ahmed843,Paid,"Data Structures, Linear Algebra",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.66, 3.83","Library book due, New course material uploaded"
S5654,Liam,Jones,student4654@university.com,Female,21,CS,83.12,75.1,74.47,91.2,86.63,19.2,91.14,80.5275,B,5.9,No,No,Bachelor's,Low,5,4.9,07708137229,"28 Station Road, Leeds",liam390,Paid,Algorithms Design,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.27, 2.39",None
S5655,Ali,Brown,student4655@university.com,Female,18,Mathematics,82.44,45.17,98.86,58.09,73.44,12.6,58.14,65.62,D,9.5,Yes,No,Master's,Low,4,6.5,07821093524,"37 Queen Street, London",ali887,Pending,"Algorithms Design, Calculus Vol 1","Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.87, 3.81","Assignment deadline tomorrow, Fee due next week"
S5656,John,Johnson,student4656@university.com,Female,24,Engineering,52.92,90.92,99.47,59.84,86.15,0.7000000000000001,83.92,81.30749999999999,B,19.8,Yes,Yes,Master's,Medium,6,7.5,07392295014,"49 Church Lane, Manchester",john389,Pending,"Software Engineering, Introduction to Python, Database Systems",Practical - 2026-09-15,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.46, 2.29, 3.73",None
S5657,Emma,Davis,student4657@university.com,Male,18,CS,60.9,72.82,61.36,59.06,91.35,66.2,96.57,76.538,C,16.6,Yes,No,High School,Medium,8,7.0,07962840769,"65 Main Road, London",emma593,Paid,"Database Systems, Calculus Vol 1","Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.1, 2.96, 3.56, 2.43","Exam schedule released, New course material uploaded"
S5658,Omar,Johnson,student4658@university.com,Male,18,Business,98.07,95.3,66.71,54.39,66.14,27.1,61.61,65.583,D,26.0,No,Yes,PhD,Medium,6,6.5,07539087834,"89 Park Avenue, Liverpool",omar264,Pending,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.14, 3.89, 3.35, 2.53","New course material uploaded, Fee due next week"
S5659,Emma,Smith,student4659@university.com,Male,23,Engineering,76.72,95.0,97.54,92.73,74.22,14.9,54.35,77.01650000000001,C,20.2,Yes,Yes,High School,Low,5,7.4,07767900782,"102 High Street, Liverpool",emma554,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.9, 2.3, 3.75","Library book due, Fee due next week"
S5660,Ahmed,Jones,student4660@university.com,Female,24,CS,68.92,95.23,76.52,78.94,63.04,32.0,98.99,82.8565,B,29.1,Yes,Yes,PhD,Low,9,4.8,07446666948,"77 Park Avenue, Newcastle",ahmed631,Paid,Algorithms Design,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.73, 2.01, 3.3, 3.09",Exam schedule released
S5661,Omar,Smith,student4661@university.com,Male,20,Business,88.1,44.67,52.78,62.95,60.08,49.900000000000006,63.54,56.903,F,26.4,Yes,No,Master's,High,7,6.2,07360943868,"40 Main Road, Birmingham",omar606,Paid,"Data Structures, Calculus Vol 1, Database Systems","Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.79,"Exam schedule released, Fee due next week"
S5662,Omar,Davis,student4662@university.com,Female,21,Business,76.23,47.26,81.36,92.43,50.03,50.3,63.78,67.94550000000001,D,13.5,Yes,Yes,Bachelor's,Low,10,7.8,07250855925,"104 Church Lane, Bristol",omar826,Paid,"Introduction to Python, Linear Algebra","Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.74, 2.73",Library book due
S5663,Ali,Johnson,student4663@university.com,Male,24,CS,50.66,99.26,52.34,90.13,98.18,36.7,74.19,75.4035,C,25.9,No,Yes,PhD,Low,3,6.9,07629726692,"73 High Street, Liverpool",ali714,Paid,"Algorithms Design, Introduction to Python, Statistics Fundamentals",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.72, 2.41",Attendance warning
S5664,Omar,Johnson,student4664@university.com,Female,18,Mathematics,86.81,69.26,60.36,55.05,72.05,49.5,61.55,61.8815,D,26.7,No,Yes,Master's,High,10,8.5,07325727346,"125 Station Road, Newcastle",omar956,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.82, 3.41","New course material uploaded, Assignment deadline tomorrow"
S5665,Maria,Jones,student4665@university.com,Male,24,Mathematics,86.61,54.29,53.65,82.21,50.65,42.7,99.64,70.97949999999999,C,29.2,Yes,No,Bachelor's,Medium,2,6.2,07892704723,"111 Queen Street, Sheffield",maria278,Pending,"Statistics Fundamentals, Database Systems, Linear Algebra",Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.12, 3.17","Exam schedule released, Assignment deadline tomorrow"
S5666,Sara,Davis,student4666@university.com,Male,20,CS,58.26,86.18,54.7,86.09,50.45,82.30000000000001,52.15,64.32050000000001,D,5.3,No,No,High School,Medium,5,4.7,07344666105,"100 Queen Street, Birmingham",sara397,Paid,"Introduction to Python, Software Engineering, Operating Systems","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.73, 2.17, 2.19, 2.02","Library book due, Attendance warning"
S5667,Sara,Brown,student4667@university.com,Male,22,Business,97.83,55.86,40.28,85.79,64.42,3.0,72.57,59.6805,F,26.9,No,No,High School,High,5,4.2,07149618068,"99 Station Road, Leeds",sara389,Paid,"Linear Algebra, Introduction to Python, Operating Systems","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.33, 2.53, 3.16, 3.53","Assignment deadline tomorrow, Attendance warning"
S5668,Sara,Brown,student4668@university.com,Male,19,Mathematics,61.2,83.63,92.84,86.16,50.7,86.8,77.42,81.3145,B,6.7,Yes,No,PhD,High,6,6.4,07628868879,"2 Main Road, Leeds",sara916,Pending,"Computer Networks, Database Systems, Algorithms Design","Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.48, 3.47, 3.78","Library book due, Fee due next week"
S5669,Maria,Jones,student4669@university.com,Female,21,Mathematics,72.89,90.24,57.76,58.47,68.73,24.4,73.35,66.8445,D,18.2,Yes,No,PhD,High,1,6.2,07244940395,"53 High Street, Birmingham",maria548,Paid,"Linear Algebra, Calculus Vol 1",Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.59, 2.63","Fee due next week, Library book due"
S5670,Emma,Davis,student4670@university.com,Male,21,Mathematics,55.74,87.06,45.18,65.75,53.15,72.2,76.03,65.95049999999999,D,15.4,No,No,PhD,Low,5,5.3,07186956134,"125 Park Avenue, Manchester",emma936,Pending,"Database Systems, Statistics Fundamentals","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.34, 2.39, 3.17, 3.17","Exam schedule released, New course material uploaded"
S5671,Ali,Jones,student4671@university.com,Male,23,Engineering,80.16,56.44,45.22,92.21,51.96,40.5,99.38,70.63749999999999,C,28.0,No,Yes,High School,Medium,7,7.0,07408833183,"116 Oak Street, Birmingham",ali793,Paid,Linear Algebra,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.49, 2.13","Library book due, Fee due next week"
S5672,Omar,Davis,student4672@university.com,Male,22,Mathematics,68.77,64.1,73.36,94.92,83.47,29.4,93.85,80.16499999999999,B,15.1,No,No,PhD,High,9,5.3,07801693476,"107 Queen Street, Manchester",omar846,Paid,"Software Engineering, Database Systems, Linear Algebra","Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.27,Assignment deadline tomorrow
S5673,Maria,Smith,student4673@university.com,Female,21,CS,67.66,64.8,99.58,63.96,95.34,61.5,65.42,76.444,C,19.9,No,No,Master's,Low,3,5.1,07912377939,"146 Station Road, Manchester",maria802,Pending,"Computer Networks, Introduction to Python, Software Engineering","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.16, 3.38, 2.68",Attendance warning
S5674,Sara,Jones,student4674@university.com,Male,23,CS,91.35,69.48,48.7,51.15,70.47,76.9,77.57,64.4325,D,22.3,No,Yes,,Medium,7,7.1,07801220163,"76 Church Lane, Manchester",sara570,Pending,Calculus Vol 1,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.74, 3.09, 3.49, 3.12",Exam schedule released
